Metadata_broad_sample,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_target,Metadata_timepoint_code,Metadata_target_radix,Metadata_target_is_across,Metadata_split
ccsbBroad304_02705,A549,48,ORF,SIRT2,low,178,TRUE,train
ccsbBroad304_01122,A549,48,ORF,OPRM1,low,176,TRUE,train
ccsbBroad304_00305,A549,48,ORF,CHRM3,low,63,TRUE,train
ccsbBroad304_06365,A549,48,ORF,HIF1A,low,154,TRUE,train
ccsbBroad304_02831,A549,48,ORF,SGK3,low,149,FALSE,train
ccsbBroad304_02201,A549,48,ORF,CLOCK,low,142,FALSE,train
ccsbBroad304_06071,A549,48,ORF,CYP2A6,low,85,TRUE,train
ccsbBroad304_05926,A549,48,ORF,CACNG1,low,118,TRUE,train
ccsbBroad304_06272,A549,48,ORF,GHSR,low,139,TRUE,train
ccsbBroad304_00202,A549,48,ORF,CACNB4,low,67,TRUE,train
ccsbBroad304_14724,A549,48,ORF,DDR2,low,116,TRUE,train
ccsbBroad304_14684,A549,48,ORF,KDR,low,76,TRUE,train
ccsbBroad304_04505,A549,48,ORF,KCNH7,low,168,TRUE,train
ccsbBroad304_01121,A549,48,ORF,OPRL1,low,16,TRUE,train
ccsbBroad304_06088,A549,48,ORF,AKR1C1,low,80,TRUE,train
ccsbBroad304_08873,A549,48,ORF,P2RY12,low,134,TRUE,train
ccsbBroad304_05921,A549,48,ORF,CA5A,low,141,TRUE,train
ccsbBroad304_00304,A549,48,ORF,CHRM2,low,10,TRUE,train
ccsbBroad304_00376,A549,48,ORF,CSK,low,113,TRUE,train
ccsbBroad304_00477,A549,48,ORF,LPAR1,low,143,TRUE,train
ccsbBroad304_02129,A549,48,ORF,S1PR2,low,23,TRUE,train
ccsbBroad304_07061,A549,48,ORF,TGM2,low,148,TRUE,train
ccsbBroad304_01768,A549,48,ORF,VEGFA,low,60,TRUE,train
ccsbBroad304_06018,A549,48,ORF,COMT,low,131,TRUE,train
ccsbBroad304_00155,A549,48,ORF,CCND1,low,129,TRUE,train
ccsbBroad304_06464,A549,48,ORF,ITGB2,low,89,TRUE,train
ccsbBroad304_02258,A549,48,ORF,ZBTB24,low,53,FALSE,train
ccsbBroad304_00681,A549,48,ORF,FFAR2,low,130,TRUE,train
ccsbBroad304_00799,A549,48,ORF,HSP90AB1,low,65,TRUE,train
ccsbBroad304_11023,A549,48,ORF,PDE4D,low,36,TRUE,train
ccsbBroad304_14688,A549,48,ORF,LCK,low,124,TRUE,train
ccsbBroad304_00277,A549,48,ORF,CDK4,low,101,TRUE,train
ccsbBroad304_14525,A549,48,ORF,ABL1,low,161,TRUE,train
ccsbBroad304_06403,A549,48,ORF,HSD11B1,low,51,TRUE,train
ccsbBroad304_14696,A549,48,ORF,MET,low,21,TRUE,train
ccsbBroad304_10688,A549,48,ORF,ATM,low,30,TRUE,train
ccsbBroad304_16175,A549,48,ORF,BRAF,low,32,TRUE,train
ccsbBroad304_00607,A549,48,ORF,GABRB2,low,174,TRUE,train
ccsbBroad304_06811,A549,48,ORF,PTGIR,low,165,TRUE,train
ccsbBroad304_06188,A549,48,ORF,F10,low,117,TRUE,train
ccsbBroad304_06353,A549,48,ORF,HBB,low,9,TRUE,train
ccsbBroad304_01289,A549,48,ORF,MAPK13,low,153,FALSE,train
ccsbBroad304_01684,A549,48,ORF,TNF,low,1,TRUE,train
ccsbBroad304_06412,A549,48,ORF,HSP90AA1,low,128,TRUE,train
ccsbBroad304_01607,A549,48,ORF,STAT1,low,136,FALSE,train
ccsbBroad304_05439,A549,48,ORF,FFAR4,low,140,TRUE,train
ccsbBroad304_00954,A549,48,ORF,LYN,low,86,TRUE,train
ccsbBroad304_00129,A549,48,ORF,ATP5F1D,low,87,TRUE,train
ccsbBroad304_06483,A549,48,ORF,KCNK1,low,78,TRUE,train
ccsbBroad304_14720,A549,48,ORF,NTRK1,low,121,TRUE,train
ccsbBroad304_01602,A549,48,ORF,SSTR2,low,81,TRUE,train
ccsbBroad304_00526,A549,48,ORF,EZH2,low,29,TRUE,train
ccsbBroad304_06085,A549,48,ORF,DCK,low,158,TRUE,train
ccsbBroad304_14741,A549,48,ORF,PDPK1,low,91,TRUE,train
ccsbBroad304_00142,A549,48,ORF,AVPR1A,low,122,TRUE,train
ccsbBroad304_00326,A549,48,ORF,CLK1,low,151,TRUE,train
ccsbBroad304_01396,A549,48,ORF,RGS4,low,114,TRUE,train
ccsbBroad304_01216,A549,48,ORF,PLD1,low,159,TRUE,train
ccsbBroad304_02218,A549,48,ORF,IKBKE,low,2,FALSE,train
ccsbBroad304_02030,A549,48,ORF,CFLAR,low,156,FALSE,train
ccsbBroad304_07557,A549,48,ORF,"NAMPT",low,147,TRUE,train
ccsbBroad304_14597,A549,48,ORF,CSF1R,low,37,TRUE,train
ccsbBroad304_09091,A549,48,ORF,SLIRP,low,71,FALSE,train
ccsbBroad304_03625,A549,48,ORF,HIF1AN,low,164,FALSE,train
ccsbBroad304_16173,A549,48,ORF,KRAS,low,11,TRUE,train
ccsbBroad304_14679,A549,48,ORF,JAK1,low,98,TRUE,train
ccsbBroad304_00494,A549,48,ORF,ELANE,low,59,TRUE,train
ccsbBroad304_06221,A549,48,ORF,FPR1,low,4,TRUE,train
ccsbBroad304_03976,A549,48,ORF,PORCN,low,125,TRUE,train
ccsbBroad304_05821,A549,48,ORF,ANXA1,low,61,TRUE,train
ccsbBroad304_05555,A549,48,ORF,CATSPER4,low,173,TRUE,train
empty,A549,48,ORF,empty,low,144,FALSE,train
ccsbBroad304_14827,A549,48,ORF,RET,low,135,TRUE,train
ccsbBroad304_02416,A549,48,ORF,TUBB4B,low,90,TRUE,train
ccsbBroad304_07194,A549,48,ORF,GLRA3,low,93,TRUE,train
ccsbBroad304_01213,A549,48,ORF,PLA2G1B,low,74,TRUE,train
ccsbBroad304_03155,A549,48,ORF,DHH,low,88,TRUE,train
ccsbBroad304_00156,A549,48,ORF,BCL2L1,low,62,FALSE,train
ccsbBroad304_01760,A549,48,ORF,USP1,low,95,TRUE,train
ccsbBroad304_14644,A549,48,ORF,FLT3,low,105,TRUE,train
ccsbBroad304_00843,A549,48,ORF,IL1B,low,112,TRUE,train
ccsbBroad304_01278,A549,48,ORF,PRKACB,low,99,FALSE,train
ccsbBroad304_05206,A549,48,ORF,TUBB,low,13,TRUE,train
ccsbBroad304_11445,A549,48,ORF,HDAC6,low,106,TRUE,train
ccsbBroad304_14631,A549,48,ORF,ERBB2,low,84,TRUE,train
ccsbBroad304_00894,A549,48,ORF,KCNJ1,low,26,TRUE,train
ccsbBroad304_03441,A549,48,ORF,UGT1A9,low,66,TRUE,train
ccsbBroad304_00555,A549,48,ORF,FGF1,low,163,TRUE,train
ccsbBroad304_00454,A549,48,ORF,DNMT3A,low,103,TRUE,train
ccsbBroad304_06343,A549,48,ORF,GUCY1B1,low,115,TRUE,train
ccsbBroad304_06588,A549,48,ORF,MMP2,low,169,TRUE,train
ccsbBroad304_14989,A549,48,ORF,CHEK2,low,109,TRUE,train
ccsbBroad304_06846,A549,48,ORF,RB1,low,41,FALSE,train
ccsbBroad304_14804,A549,48,ORF,MAPK9,low,12,FALSE,train
ccsbBroad304_06755,A549,48,ORF,PPAT,low,68,TRUE,train
ccsbBroad304_00008,A549,48,ORF,ASIC1,low,50,TRUE,train
ccsbBroad304_02128,A549,48,ORF,GPR55,low,55,TRUE,train
ccsbBroad304_11738,A549,48,ORF,BRD4,low,27,TRUE,train
ccsbBroad304_14538,A549,48,ORF,AKT1,low,146,TRUE,train
ccsbBroad304_01334,A549,48,ORF,PTGIS,low,58,TRUE,train
ccsbBroad304_01398,A549,48,ORF,RHEB,low,64,FALSE,train
ccsbBroad304_00396,A549,48,ORF,CTSG,low,137,TRUE,train
ccsbBroad304_01161,A549,48,ORF,PDE7A,low,24,TRUE,train
ccsbBroad304_00407,A549,48,ORF,CYP1A2,low,15,TRUE,train
ccsbBroad304_03934,A549,48,ORF,P3H1,low,19,TRUE,train
ccsbBroad304_00331,A549,48,ORF,CCR1,low,166,TRUE,train
ccsbBroad304_10934,A549,48,ORF,KCNMA1,low,107,TRUE,train
ccsbBroad304_02415,A549,48,ORF,TUBB3,low,18,TRUE,train
ccsbBroad304_01690,A549,48,ORF,TNNC1,low,152,TRUE,train
ccsbBroad304_06874,A549,48,ORF,RPL3,low,46,TRUE,train
ccsbBroad304_02392,A549,48,ORF,PAK4,low,179,TRUE,train
ccsbBroad304_00150,A549,48,ORF,BAX,low,48,TRUE,train
ccsbBroad304_14931,A549,48,ORF,DYRK1B,low,157,TRUE,train
ccsbBroad304_00371,A549,48,ORF,MAPK14,low,92,TRUE,train
ccsbBroad304_06884,A549,48,ORF,RPL23A,low,94,TRUE,train
ccsbBroad304_01404,A549,48,ORF,RNASE1,low,6,TRUE,train
ccsbBroad304_14762,A549,48,ORF,PIK3CG,low,77,TRUE,train
ccsbBroad304_00805,A549,48,ORF,HTR2C,low,160,TRUE,train
ccsbBroad304_02173,A549,48,ORF,ATG5,low,170,FALSE,train
ccsbBroad304_14671,A549,48,ORF,IGF1R,low,126,TRUE,train
ccsbBroad304_00037,A549,48,ORF,AGER,low,155,TRUE,train
ccsbBroad304_14932,A549,48,ORF,AURKB,low,8,TRUE,train
ccsbBroad304_14579,A549,48,ORF,CDK9,low,79,TRUE,train
ccsbBroad304_14540,A549,48,ORF,ALK,low,45,TRUE,train
ccsbBroad304_07535,A549,48,ORF,PARP3,low,20,TRUE,train
ccsbBroad304_04829,A549,48,ORF,GJB4,low,108,TRUE,train
ccsbBroad304_10895,A549,48,ORF,HTR3A,low,162,TRUE,train
ccsbBroad304_01340,A549,48,ORF,PTPN2,low,44,TRUE,train
ccsbBroad304_00811,A549,48,ORF,ICAM1,low,100,TRUE,train
ccsbBroad304_06908,A549,48,ORF,S100B,low,35,TRUE,train
ccsbBroad304_01020,A549,48,ORF,MME,low,120,TRUE,train
ccsbBroad304_06754,A549,48,ORF,PPARD,low,127,TRUE,train
ccsbBroad304_01287,A549,48,ORF,MAPK8,low,111,TRUE,train
ccsbBroad304_00272,A549,48,ORF,CDC25A,low,171,TRUE,train
ccsbBroad304_01666,A549,48,ORF,TGFBR1,low,69,TRUE,train
ccsbBroad304_00576,A549,48,ORF,FOXM1,low,57,TRUE,train
ccsbBroad304_05785,A549,48,ORF,ADRA2B,low,33,TRUE,train
ccsbBroad304_14572,A549,48,ORF,CDK2,low,167,TRUE,train
ccsbBroad304_01230,A549,48,ORF,PNLIP,low,145,TRUE,train
ccsbBroad304_00221,A549,48,ORF,CASP3,low,5,TRUE,train
ccsbBroad304_02813,A549,48,ORF,CA14,low,150,TRUE,train
ccsbBroad304_14635,A549,48,ORF,PTK2B,low,96,TRUE,train
ccsbBroad304_01283,A549,48,ORF,PRKCE,low,75,TRUE,train
ccsbBroad304_01649,A549,48,ORF,TBXAS1,low,82,TRUE,train
ccsbBroad304_00904,A549,48,ORF,KCNQ2,low,34,TRUE,train
ccsbBroad304_00280,A549,48,ORF,CDK7,low,47,TRUE,train
ccsbBroad304_00411,A549,48,ORF,CYP3A4,low,3,TRUE,train
ccsbBroad304_06138,A549,48,ORF,EDNRB,low,17,TRUE,train
ccsbBroad304_01282,A549,48,ORF,PRKCB,low,52,TRUE,train
ccsbBroad304_01991,A549,48,ORF,S1PR4,low,38,TRUE,train
ccsbBroad304_03827,A549,48,ORF,KCTD16,low,172,TRUE,train
ccsbBroad304_00476,A549,48,ORF,S1PR1,low,133,TRUE,train
ccsbBroad304_08590,A549,48,ORF,CACNA2D3,low,177,TRUE,train
ccsbBroad304_01144,A549,48,ORF,PAK1,low,73,TRUE,train
ccsbBroad304_00055,A549,48,ORF,AKR1B1,low,72,TRUE,train
ccsbBroad304_14770,A549,48,ORF,PLK1,low,42,TRUE,train
ccsbBroad304_06451,A549,48,ORF,IMPDH1,low,39,TRUE,train
ccsbBroad304_00504,A549,48,ORF,SLC29A1,low,138,TRUE,train
ccsbBroad304_05777,A549,48,ORF,ADH1C,low,14,TRUE,train
ccsbBroad304_14554,A549,48,ORF,BTK,low,70,TRUE,train
ccsbBroad304_04933,A549,48,ORF,GPR119,low,22,TRUE,train
ccsbBroad304_06237,A549,48,ORF,GAA,low,56,TRUE,train
ccsbBroad304_07311,A549,48,ORF,HDAC3,low,110,TRUE,train
ccsbBroad304_00733,A549,48,ORF,HCK,low,31,TRUE,train
ccsbBroad304_03876,A549,48,ORF,HRH4,low,119,TRUE,train
ccsbBroad304_05782,A549,48,ORF,ADORA2A,low,104,TRUE,train
ccsbBroad304_06701,A549,48,ORF,PDE3A,low,54,TRUE,train
ccsbBroad304_03026,A549,48,ORF,HPGDS,low,123,TRUE,train
ccsbBroad304_00023,A549,48,ORF,ADA,low,97,TRUE,train
ccsbBroad304_00049,A549,48,ORF,ALDH2,low,175,TRUE,train
ccsbBroad304_00900,U2OS,48,ORF,KCNN1,low,102,TRUE,train
ccsbBroad304_07795,U2OS,48,ORF,SLCO2B1,low,49,TRUE,train
ccsbBroad304_02826,U2OS,48,ORF,SLC7A11,low,28,TRUE,train
ccsbBroad304_01492,U2OS,48,ORF,SCNN1G,low,40,TRUE,train
ccsbBroad304_00691,U2OS,48,ORF,GRIN2A,low,25,TRUE,train
ccsbBroad304_00902,U2OS,48,ORF,KCNN4,low,43,TRUE,train
ccsbBroad304_02705,U2OS,48,ORF,SIRT2,low,178,TRUE,train
ccsbBroad304_01122,U2OS,48,ORF,OPRM1,low,176,TRUE,train
ccsbBroad304_00305,U2OS,48,ORF,CHRM3,low,63,TRUE,train
ccsbBroad304_06365,U2OS,48,ORF,HIF1A,low,154,TRUE,train
ccsbBroad304_02831,U2OS,48,ORF,SGK3,low,149,FALSE,train
ccsbBroad304_02201,U2OS,48,ORF,CLOCK,low,142,FALSE,train
ccsbBroad304_06071,U2OS,48,ORF,CYP2A6,low,85,TRUE,train
ccsbBroad304_05926,U2OS,48,ORF,CACNG1,low,118,TRUE,train
ccsbBroad304_06272,U2OS,48,ORF,GHSR,low,139,TRUE,train
ccsbBroad304_00202,U2OS,48,ORF,CACNB4,low,67,TRUE,train
ccsbBroad304_14724,U2OS,48,ORF,DDR2,low,116,TRUE,train
ccsbBroad304_14684,U2OS,48,ORF,KDR,low,76,TRUE,train
ccsbBroad304_04505,U2OS,48,ORF,KCNH7,low,168,TRUE,train
ccsbBroad304_01121,U2OS,48,ORF,OPRL1,low,16,TRUE,train
ccsbBroad304_06088,U2OS,48,ORF,AKR1C1,low,80,TRUE,train
ccsbBroad304_08873,U2OS,48,ORF,P2RY12,low,134,TRUE,train
ccsbBroad304_05921,U2OS,48,ORF,CA5A,low,141,TRUE,train
ccsbBroad304_00304,U2OS,48,ORF,CHRM2,low,10,TRUE,train
ccsbBroad304_00376,U2OS,48,ORF,CSK,low,113,TRUE,train
ccsbBroad304_00477,U2OS,48,ORF,LPAR1,low,143,TRUE,train
ccsbBroad304_02129,U2OS,48,ORF,S1PR2,low,23,TRUE,train
ccsbBroad304_07061,U2OS,48,ORF,TGM2,low,148,TRUE,train
ccsbBroad304_01768,U2OS,48,ORF,VEGFA,low,60,TRUE,train
ccsbBroad304_06018,U2OS,48,ORF,COMT,low,131,TRUE,train
ccsbBroad304_00155,U2OS,48,ORF,CCND1,low,129,TRUE,train
ccsbBroad304_06464,U2OS,48,ORF,ITGB2,low,89,TRUE,train
ccsbBroad304_02258,U2OS,48,ORF,ZBTB24,low,53,FALSE,train
ccsbBroad304_00681,U2OS,48,ORF,FFAR2,low,130,TRUE,train
ccsbBroad304_00799,U2OS,48,ORF,HSP90AB1,low,65,TRUE,train
ccsbBroad304_11023,U2OS,48,ORF,PDE4D,low,36,TRUE,train
ccsbBroad304_14688,U2OS,48,ORF,LCK,low,124,TRUE,train
ccsbBroad304_00277,U2OS,48,ORF,CDK4,low,101,TRUE,train
ccsbBroad304_14525,U2OS,48,ORF,ABL1,low,161,TRUE,train
ccsbBroad304_06403,U2OS,48,ORF,HSD11B1,low,51,TRUE,train
ccsbBroad304_14696,U2OS,48,ORF,MET,low,21,TRUE,train
ccsbBroad304_10688,U2OS,48,ORF,ATM,low,30,TRUE,train
ccsbBroad304_16175,U2OS,48,ORF,BRAF,low,32,TRUE,train
ccsbBroad304_00607,U2OS,48,ORF,GABRB2,low,174,TRUE,train
ccsbBroad304_06811,U2OS,48,ORF,PTGIR,low,165,TRUE,train
ccsbBroad304_06188,U2OS,48,ORF,F10,low,117,TRUE,train
ccsbBroad304_06353,U2OS,48,ORF,HBB,low,9,TRUE,train
ccsbBroad304_01289,U2OS,48,ORF,MAPK13,low,153,FALSE,train
ccsbBroad304_01684,U2OS,48,ORF,TNF,low,1,TRUE,train
ccsbBroad304_06412,U2OS,48,ORF,HSP90AA1,low,128,TRUE,train
ccsbBroad304_01607,U2OS,48,ORF,STAT1,low,136,FALSE,train
ccsbBroad304_05439,U2OS,48,ORF,FFAR4,low,140,TRUE,train
ccsbBroad304_00954,U2OS,48,ORF,LYN,low,86,TRUE,train
ccsbBroad304_00129,U2OS,48,ORF,ATP5F1D,low,87,TRUE,train
ccsbBroad304_06483,U2OS,48,ORF,KCNK1,low,78,TRUE,train
ccsbBroad304_14720,U2OS,48,ORF,NTRK1,low,121,TRUE,train
ccsbBroad304_01602,U2OS,48,ORF,SSTR2,low,81,TRUE,train
ccsbBroad304_00526,U2OS,48,ORF,EZH2,low,29,TRUE,train
ccsbBroad304_06085,U2OS,48,ORF,DCK,low,158,TRUE,train
ccsbBroad304_14741,U2OS,48,ORF,PDPK1,low,91,TRUE,train
ccsbBroad304_00142,U2OS,48,ORF,AVPR1A,low,122,TRUE,train
ccsbBroad304_00326,U2OS,48,ORF,CLK1,low,151,TRUE,train
ccsbBroad304_01396,U2OS,48,ORF,RGS4,low,114,TRUE,train
ccsbBroad304_01216,U2OS,48,ORF,PLD1,low,159,TRUE,train
ccsbBroad304_02218,U2OS,48,ORF,IKBKE,low,2,FALSE,train
ccsbBroad304_02030,U2OS,48,ORF,CFLAR,low,156,FALSE,train
ccsbBroad304_07557,U2OS,48,ORF,"NAMPT",low,147,TRUE,train
ccsbBroad304_14597,U2OS,48,ORF,CSF1R,low,37,TRUE,train
ccsbBroad304_09091,U2OS,48,ORF,SLIRP,low,71,FALSE,train
ccsbBroad304_03625,U2OS,48,ORF,HIF1AN,low,164,FALSE,train
ccsbBroad304_16173,U2OS,48,ORF,KRAS,low,11,TRUE,train
ccsbBroad304_14679,U2OS,48,ORF,JAK1,low,98,TRUE,train
ccsbBroad304_00494,U2OS,48,ORF,ELANE,low,59,TRUE,train
ccsbBroad304_06221,U2OS,48,ORF,FPR1,low,4,TRUE,train
ccsbBroad304_03976,U2OS,48,ORF,PORCN,low,125,TRUE,train
ccsbBroad304_05821,U2OS,48,ORF,ANXA1,low,61,TRUE,train
ccsbBroad304_05555,U2OS,48,ORF,CATSPER4,low,173,TRUE,train
empty,U2OS,48,ORF,empty,low,144,FALSE,train
ccsbBroad304_14827,U2OS,48,ORF,RET,low,135,TRUE,train
ccsbBroad304_02416,U2OS,48,ORF,TUBB4B,low,90,TRUE,train
ccsbBroad304_07194,U2OS,48,ORF,GLRA3,low,93,TRUE,train
ccsbBroad304_01213,U2OS,48,ORF,PLA2G1B,low,74,TRUE,train
ccsbBroad304_03155,U2OS,48,ORF,DHH,low,88,TRUE,train
ccsbBroad304_00156,U2OS,48,ORF,BCL2L1,low,62,FALSE,train
ccsbBroad304_01760,U2OS,48,ORF,USP1,low,95,TRUE,train
ccsbBroad304_14644,U2OS,48,ORF,FLT3,low,105,TRUE,train
ccsbBroad304_00843,U2OS,48,ORF,IL1B,low,112,TRUE,train
ccsbBroad304_01278,U2OS,48,ORF,PRKACB,low,99,FALSE,train
ccsbBroad304_05206,U2OS,48,ORF,TUBB,low,13,TRUE,train
ccsbBroad304_11445,U2OS,48,ORF,HDAC6,low,106,TRUE,train
ccsbBroad304_14631,U2OS,48,ORF,ERBB2,low,84,TRUE,train
ccsbBroad304_00894,U2OS,48,ORF,KCNJ1,low,26,TRUE,train
ccsbBroad304_03441,U2OS,48,ORF,UGT1A9,low,66,TRUE,train
ccsbBroad304_00555,U2OS,48,ORF,FGF1,low,163,TRUE,train
ccsbBroad304_00454,U2OS,48,ORF,DNMT3A,low,103,TRUE,train
ccsbBroad304_06343,U2OS,48,ORF,GUCY1B1,low,115,TRUE,train
ccsbBroad304_06588,U2OS,48,ORF,MMP2,low,169,TRUE,train
ccsbBroad304_14989,U2OS,48,ORF,CHEK2,low,109,TRUE,train
ccsbBroad304_06846,U2OS,48,ORF,RB1,low,41,FALSE,train
ccsbBroad304_14804,U2OS,48,ORF,MAPK9,low,12,FALSE,train
ccsbBroad304_06755,U2OS,48,ORF,PPAT,low,68,TRUE,train
ccsbBroad304_00008,U2OS,48,ORF,ASIC1,low,50,TRUE,train
ccsbBroad304_02128,U2OS,48,ORF,GPR55,low,55,TRUE,train
ccsbBroad304_11738,U2OS,48,ORF,BRD4,low,27,TRUE,train
ccsbBroad304_14538,U2OS,48,ORF,AKT1,low,146,TRUE,train
ccsbBroad304_01334,U2OS,48,ORF,PTGIS,low,58,TRUE,train
ccsbBroad304_01398,U2OS,48,ORF,RHEB,low,64,FALSE,train
ccsbBroad304_00396,U2OS,48,ORF,CTSG,low,137,TRUE,train
ccsbBroad304_01161,U2OS,48,ORF,PDE7A,low,24,TRUE,train
ccsbBroad304_00407,U2OS,48,ORF,CYP1A2,low,15,TRUE,train
ccsbBroad304_03934,U2OS,48,ORF,P3H1,low,19,TRUE,train
ccsbBroad304_00331,U2OS,48,ORF,CCR1,low,166,TRUE,train
ccsbBroad304_10934,U2OS,48,ORF,KCNMA1,low,107,TRUE,train
ccsbBroad304_02415,U2OS,48,ORF,TUBB3,low,18,TRUE,train
ccsbBroad304_01690,U2OS,48,ORF,TNNC1,low,152,TRUE,train
ccsbBroad304_06874,U2OS,48,ORF,RPL3,low,46,TRUE,train
ccsbBroad304_02392,U2OS,48,ORF,PAK4,low,179,TRUE,train
ccsbBroad304_00150,U2OS,48,ORF,BAX,low,48,TRUE,train
ccsbBroad304_14931,U2OS,48,ORF,DYRK1B,low,157,TRUE,train
ccsbBroad304_00371,U2OS,48,ORF,MAPK14,low,92,TRUE,train
ccsbBroad304_06884,U2OS,48,ORF,RPL23A,low,94,TRUE,train
ccsbBroad304_01404,U2OS,48,ORF,RNASE1,low,6,TRUE,train
ccsbBroad304_14762,U2OS,48,ORF,PIK3CG,low,77,TRUE,train
ccsbBroad304_00805,U2OS,48,ORF,HTR2C,low,160,TRUE,train
ccsbBroad304_02173,U2OS,48,ORF,ATG5,low,170,FALSE,train
ccsbBroad304_14671,U2OS,48,ORF,IGF1R,low,126,TRUE,train
ccsbBroad304_00037,U2OS,48,ORF,AGER,low,155,TRUE,train
ccsbBroad304_14932,U2OS,48,ORF,AURKB,low,8,TRUE,train
ccsbBroad304_14579,U2OS,48,ORF,CDK9,low,79,TRUE,train
ccsbBroad304_14540,U2OS,48,ORF,ALK,low,45,TRUE,train
ccsbBroad304_07535,U2OS,48,ORF,PARP3,low,20,TRUE,train
ccsbBroad304_04829,U2OS,48,ORF,GJB4,low,108,TRUE,train
ccsbBroad304_10895,U2OS,48,ORF,HTR3A,low,162,TRUE,train
ccsbBroad304_01340,U2OS,48,ORF,PTPN2,low,44,TRUE,train
ccsbBroad304_00811,U2OS,48,ORF,ICAM1,low,100,TRUE,train
ccsbBroad304_06908,U2OS,48,ORF,S100B,low,35,TRUE,train
ccsbBroad304_01020,U2OS,48,ORF,MME,low,120,TRUE,train
ccsbBroad304_06754,U2OS,48,ORF,PPARD,low,127,TRUE,train
ccsbBroad304_01287,U2OS,48,ORF,MAPK8,low,111,TRUE,train
ccsbBroad304_00272,U2OS,48,ORF,CDC25A,low,171,TRUE,train
ccsbBroad304_01666,U2OS,48,ORF,TGFBR1,low,69,TRUE,train
ccsbBroad304_00576,U2OS,48,ORF,FOXM1,low,57,TRUE,train
ccsbBroad304_05785,U2OS,48,ORF,ADRA2B,low,33,TRUE,train
ccsbBroad304_14572,U2OS,48,ORF,CDK2,low,167,TRUE,train
ccsbBroad304_01230,U2OS,48,ORF,PNLIP,low,145,TRUE,train
ccsbBroad304_00221,U2OS,48,ORF,CASP3,low,5,TRUE,train
ccsbBroad304_02813,U2OS,48,ORF,CA14,low,150,TRUE,train
ccsbBroad304_14635,U2OS,48,ORF,PTK2B,low,96,TRUE,train
ccsbBroad304_01283,U2OS,48,ORF,PRKCE,low,75,TRUE,train
ccsbBroad304_01649,U2OS,48,ORF,TBXAS1,low,82,TRUE,train
ccsbBroad304_00904,U2OS,48,ORF,KCNQ2,low,34,TRUE,train
ccsbBroad304_00280,U2OS,48,ORF,CDK7,low,47,TRUE,train
ccsbBroad304_00411,U2OS,48,ORF,CYP3A4,low,3,TRUE,train
ccsbBroad304_06138,U2OS,48,ORF,EDNRB,low,17,TRUE,train
ccsbBroad304_01282,U2OS,48,ORF,PRKCB,low,52,TRUE,train
ccsbBroad304_01991,U2OS,48,ORF,S1PR4,low,38,TRUE,train
ccsbBroad304_03827,U2OS,48,ORF,KCTD16,low,172,TRUE,train
ccsbBroad304_00476,U2OS,48,ORF,S1PR1,low,133,TRUE,train
ccsbBroad304_08590,U2OS,48,ORF,CACNA2D3,low,177,TRUE,train
ccsbBroad304_01144,U2OS,48,ORF,PAK1,low,73,TRUE,train
ccsbBroad304_00055,U2OS,48,ORF,AKR1B1,low,72,TRUE,train
ccsbBroad304_14770,U2OS,48,ORF,PLK1,low,42,TRUE,train
ccsbBroad304_06451,U2OS,48,ORF,IMPDH1,low,39,TRUE,train
ccsbBroad304_00504,U2OS,48,ORF,SLC29A1,low,138,TRUE,train
ccsbBroad304_05777,U2OS,48,ORF,ADH1C,low,14,TRUE,train
ccsbBroad304_14554,U2OS,48,ORF,BTK,low,70,TRUE,train
ccsbBroad304_04933,U2OS,48,ORF,GPR119,low,22,TRUE,train
ccsbBroad304_06237,U2OS,48,ORF,GAA,low,56,TRUE,train
ccsbBroad304_07311,U2OS,48,ORF,HDAC3,low,110,TRUE,train
ccsbBroad304_00733,U2OS,48,ORF,HCK,low,31,TRUE,train
ccsbBroad304_03876,U2OS,48,ORF,HRH4,low,119,TRUE,train
ccsbBroad304_05782,U2OS,48,ORF,ADORA2A,low,104,TRUE,train
ccsbBroad304_06701,U2OS,48,ORF,PDE3A,low,54,TRUE,train
ccsbBroad304_03026,U2OS,48,ORF,HPGDS,low,123,TRUE,train
ccsbBroad304_00023,U2OS,48,ORF,ADA,low,97,TRUE,train
ccsbBroad304_00049,U2OS,48,ORF,ALDH2,low,175,TRUE,train
BRDN0001480888,A549,96,CRISPR,HIF1A,low,154,TRUE,train
BRDN0001483495,A549,96,CRISPR,CATSPER4,low,173,TRUE,train
BRDN0001147364,A549,96,CRISPR,DDR2,low,116,TRUE,train
BRDN0001490272,A549,96,CRISPR,OPRL1,low,16,TRUE,train
BRDN0001480510,A549,96,CRISPR,SLC7A11,low,28,TRUE,train
BRDN0001487636,A549,96,CRISPR,FFAR2,low,130,TRUE,train
BRDN0001484752,A549,96,CRISPR,KCNMA1,low,107,TRUE,train
BRDN0001485022,A549,96,CRISPR,HRH4,low,119,TRUE,train
BRDN0001488469,A549,96,CRISPR,GHSR,low,139,TRUE,train
BRDN0001479055,A549,96,CRISPR,ALDH2,low,175,TRUE,train
BRDN0001488387,A549,96,CRISPR,OPRL1,low,16,TRUE,train
BRDN0001487915,A549,96,CRISPR,COMT,low,131,TRUE,train
BRDN0001147100,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001477683,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001488235,A549,96,CRISPR,PTPN2,low,44,TRUE,train
